id,time,type,head,pos,nextLine,crackType
302,73.2,1,0,115,304,1
303,73.2,1,0,425,305,1
304,73.43,1,0,140,306,1
305,73.43,1,0,400,307,1
306,73.67,1,0,165,308,1
307,73.67,1,0,375,309,1
308,73.9,1,0,190,310,1
309,73.9,1,0,350,311,1
310,74.13,1,0,215,312,1
311,74.13,1,0,325,313,1
312,74.4,1,0,240,314,1
313,74.4,1,0,300,314,1
314,74.63,1,0,270,-1,1
315,74.87,0,1,90,316,0
316,75.1,1,0,140,317,1
317,75.33,1,0,190,318,1
318,75.57,1,0,240,319,1
319,75.83,1,0,290,320,1
320,76.06,1,0,340,321,1
321,76.3,1,0,390,322,1
322,76.53,1,0,440,-1,1
323,76.8,0,1,90,324,0
324,77.03,1,0,140,325,1
325,77.27,1,0,190,326,1
326,77.5,1,0,240,327,1
327,77.73,1,0,290,328,1
328,78,1,0,340,329,1
329,78.23,1,0,390,330,1
330,78.47,1,0,440,-1,1
331,78.57,0,0,180,-1,0
332,78.7,0,0,90,-1,0
333,78.7,0,0,360,-1,0
334,79.3,0,0,180,-1,0
335,79.3,0,0,450,-1,0
336,79.67,0,0,90,-1,0
337,79.9,0,0,90,-1,0
338,80.13,0,1,90,339,0
339,80.5,1,0,90,340,1
340,80.87,1,0,90,341,1
341,81.2,1,0,90,342,1
342,81.53,1,0,90,343,1
343,81.87,1,0,90,344,1
344,82.2,1,0,90,345,1
345,82.53,1,0,90,-1,1
346,83,0,0,90,-1,0
347,83,0,0,360,-1,0
348,84,0,0,180,-1,0
349,84,0,0,450,-1,0
350,84.93,0,0,90,-1,0
351,85.43,0,0,180,-1,0
352,85.7,0,0,180,-1,0
353,85.7,0,0,450,-1,0
354,86.4,0,0,360,-1,0
355,87,0,1,450,356,0
356,87.5,1,0,450,357,1
357,88,1,0,450,358,1
358,88.5,1,0,450,359,1
359,89,1,0,450,360,1
360,89.4,1,0,450,361,1
361,89.8,1,0,450,362,1
362,90.23,1,0,450,-1,1
363,90.6,0,0,180,-1,0
364,90.6,0,0,360,-1,0
365,94.06,0,0,90,-1,0
366,94.2,0,0,90,-1,0
367,94.3,0,0,450,-1,0
368,94.43,0,0,450,-1,0
369,94.67,0,0,180,-1,0
370,94.67,0,0,360,-1,0
371,94.8,0,0,90,-1,0
372,94.9,0,0,90,-1,0
373,95.03,0,0,450,-1,0
374,96,0,0,180,-1,0
375,96,0,0,360,-1,0
376,96.33,0,0,180,-1,0
377,96.6,0,0,180,-1,0
378,96.83,0,0,450,-1,0
379,97.2,0,0,360,-1,0
380,97.43,0,0,360,-1,0
381,97.43,0,0,180,-1,0
382,98.27,0,0,90,-1,0
383,98.63,0,0,180,-1,0
384,99,0,0,270,-1,0
385,99.33,0,0,360,-1,0
386,99.6,0,0,450,-1,0
387,99.83,0,0,90,-1,0
388,100.2,0,0,90,-1,0
389,100.53,0,0,180,-1,0
390,100.9,0,0,270,-1,0
391,101.27,0,0,360,-1,0
392,101.5,0,0,450,-1,0
393,101.73,0,0,450,-1,0
394,101.73,0,0,90,-1,0
395,101.92,0,0,360,-1,0
396,102,0,0,180,-1,0
397,102.1,0,0,90,-1,0
398,102.33,0,0,180,-1,0
399,102.67,0,0,270,-1,0
400,102.83,0,0,360,-1,0
401,103.06,0,0,90,-1,0
402,103.2,0,0,450,-1,0
403,103.43,0,0,180,-1,0
404,103.67,0,1,90,406,0
405,103.67,0,1,450,407,0
406,103.9,1,0,120,408,1
407,103.9,1,0,420,409,1
408,104.2,1,0,150,410,1
409,104.2,1,0,390,411,1
410,104.5,1,0,180,412,1
411,104.5,1,0,360,413,1
412,104.8,1,0,210,414,1
413,104.8,1,0,330,415,1
414,105.1,1,0,240,416,1
415,105.1,1,0,300,416,1
416,105.5,1,0,270,-1,1
417,105.6,0,0,90,-1,0
418,105.6,0,0,450,-1,0
